"Ano";"Órgão Superior";"Órgão";"Unidade Gestora";"Categoria";"Origem";"Espécie";"Detalhamento";"Orçamento Atualizado (Valor Previsto)";"Receita Realizada (Valor Arrecadado)";"% Previsto/Realizado";"Valor Lançado";
"2023";"53000 - Ministério da Integração e do Desenvolvimento Regional";"53000 - Ministério da Integração e do Desenvolvimento Regional - Unidades com vínculo direto";"530002 - ORCAMENTO E FINANCAS/MDR";"2 - Receitas de Capital";"21 - Operações de Crédito";"212 - Operações de crédito - mercado externo";"21220101 - OP.DE CREDITO CONTRATUAIS-MERC.EXTERNO-PRINC.";"38.474.700,00";"0,00";"0,00%";"0,00";
"2023";"30000 - Ministério da Justiça e Segurança Pública";"30802 - Polícia Rodoviária Federal";"200278 - COORDENACAO DE ORCAMENTO E FINANCAS - PRF";"2 - Receitas de Capital";"22 - Alienação de Bens";"221 - Alienação de bens móveis";"22130101 - ALIENACAO DE BENS MOVEIS E SEMOVENTES-PRINC.";"0,00";"0,00";"0,00%";"0,00";
"2023";"53000 - Ministério da Integração e do Desenvolvimento Regional";"53902 - Fundo Constitucional de Financiamento do Centro-Oeste";"537003 - FUNDO CONSTITUCIONL DO CENTRO OESTE";"1 - Receitas Correntes";"11 - Impostos, Taxas e Contribuições de Melhoria";"111 - Impostos";"11130101 - IRPF-PRINCIPAL";"375.484.603,00";"0,00";"0,00%";"0,00";
"2023";"26000 - Ministério da Educação";"26352 - Fundação Universidade Federal do ABC";"154503 - FUNDACAO UNIVERSIDADE FEDERAL DO ABC";"1 - Receitas Correntes";"19 - Outras Receitas Correntes";"192 - Indenizações, restituições e ressarcimentos";"19239901 - OUTROS RESSARCIMENTOS-PRINCIPAL";"0,00";"80,66";"0,00%";"0,00";
"2023";"53000 - Ministério da Integração e do Desenvolvimento Regional";"53902 - Fundo Constitucional de Financiamento do Centro-Oeste";"537003 - FUNDO CONSTITUCIONL DO CENTRO OESTE";"1 - Receitas Correntes";"11 - Impostos, Taxas e Contribuições de Melhoria";"111 - Impostos";"11130103 - IRPF-DIVIDA ATIVA";"1.414.362,00";"0,00";"0,00%";"0,00";
"2023";"25000 - Ministério da Fazenda";"25000 - Ministério da Fazenda - Unidades com vínculo direto";"170013 - SETORIAL ORCAMENTARIA E FINANCEIRA-MF";"1 - Receitas Correntes";"19 - Outras Receitas Correntes";"192 - Indenizações, restituições e ressarcimentos";"19220801 - RESTITUICAO DE GARANTIAS PRESTADAS-PRINCIPAL";"21.775.463,00";"0,00";"0,00%";"0,00";
"2023";"26000 - Ministério da Educação";"26269 - Universidade Federal do Estado do Rio de Janeiro";"154034 - UNIRIO UNIVERSIDADE FEDERAL DO ESTADO RJ";"1 - Receitas Correntes";"19 - Outras Receitas Correntes";"191 - Multas administrativas, contratuais e judiciais";"19110901 - MULTAS E JUROS PREVISTOS EM CONTRATOS-PRINC.";"0,00";"779,81";"0,00%";"0,00";
"2023";"49000 - Ministério do Desenvolvimento Agrário e Agricultura Familiar";"22201 - Instituto Nacional de Colonização e Reforma Agrária";"373001 - COORDENACAO-GERAL DE ORCAMENTO E FINANCAS-DAF";"1 - Receitas Correntes";"19 - Outras Receitas Correntes";"191 - Multas administrativas, contratuais e judiciais";"19110901 - MULTAS E JUROS PREVISTOS EM CONTRATOS-PRINC.";"42.951,00";"0,00";"0,00%";"0,00";
"2023";"42000 - Ministério da Cultura";"20404 - Fundação Biblioteca Nacional";"344042 - FUNDACAO BIBLIOTECA NACIONAL";"1 - Receitas Correntes";"19 - Outras Receitas Correntes";"192 - Indenizações, restituições e ressarcimentos";"19229901 - OUTRAS RESTITUICOES-PRINCIPAL";"5.517,00";"0,00";"0,00%";"0,00";
"2023";"26000 - Ministério da Educação";"26201 - Colégio Pedro II";"153167 - COLEGIO PEDRO II";"1 - Receitas Correntes";"13 - Receita Patrimonial";"131 - Exploração do patrimônio imobiliário do Estado";"13110112 - ALUGUEIS E ARRENDAMENTOS-MULTAS E JUROS";"0,00";"163,42";"0,00%";"0,00";
"2023";"25000 - Ministério da Fazenda";"25000 - Ministério da Fazenda - Unidades com vínculo direto";"170013 - SETORIAL ORCAMENTARIA E FINANCEIRA-MF";"1 - Receitas Correntes";"13 - Receita Patrimonial";"132 - Valores Mobiliários";"13210501 - JUROS DE TITULOS DE RENDA-PRINCIPAL";"327.334.973,00";"0,00";"0,00%";"0,00";
"2023";"53000 - Ministério da Integração e do Desenvolvimento Regional";"53903 - Fundo Constitucional de Financiamento do Nordeste";"537001 - FUNDO CONSTITUCIONAL DE FINANCIAM.DO NORDESTE";"1 - Receitas Correntes";"11 - Impostos, Taxas e Contribuições de Melhoria";"111 - Impostos";"11130102 - IRPF-MULTAS E JUROS";"41.166.214,00";"0,00";"0,00%";"0,00";
"2023";"49000 - Ministério do Desenvolvimento Agrário e Agricultura Familiar";"49001 - Fundo de Terras";"490003 - CREDITO FUNDIARIO";"1 - Receitas Correntes";"19 - Outras Receitas Correntes";"192 - Indenizações, restituições e ressarcimentos";"19229901 - OUTRAS RESTITUICOES-PRINCIPAL";"0,00";"39.151.935,82";"0,00%";"0,00";
"2023";"25000 - Ministério da Fazenda";"25208 - Superintendência de Seguros Privados";"173039 - SUPERINTENDENCIA DE SEGUROS PRIVADOS - RJ";"1 - Receitas Correntes";"19 - Outras Receitas Correntes";"191 - Multas administrativas, contratuais e judiciais";"19110102 - MULTAS PREVISTAS EM LEGISL.ESPECIFICA-MUL.JUR";"0,00";"0,01";"0,00%";"0,00";
"2023";"25000 - Ministério da Fazenda";"25000 - Ministério da Fazenda - Unidades com vínculo direto";"170013 - SETORIAL ORCAMENTARIA E FINANCEIRA-MF";"1 - Receitas Correntes";"13 - Receita Patrimonial";"133 - Delegação de Serviços Públicos Mediante Concessão, Permissão, Autorização ou Licença";"13330112 - DLG.SRV.TELEC-R.PUB-NAO.P.ORBITAIS/MLT+JRS";"0,00";"4.987,84";"0,00%";"0,00";
"2023";"39000 - Ministério dos Transportes";"39000 - Ministério dos Transportes - Unidades com vínculo direto";"390002 - SUBSECRETARIA DE PLAN.,ORCAM.E ADMIN.SETORIAL";"1 - Receitas Correntes";"19 - Outras Receitas Correntes";"193 - Bens, Direitos e Valores Incorporados ao Patrimônio Público";"19310502 - REC.POR FORCA DEC.JUD.E DE TRIB.ADM.-MUL.JUR.";"0,00";"7,04";"0,00%";"0,00";
"2023";"53000 - Ministério da Integração e do Desenvolvimento Regional";"53902 - Fundo Constitucional de Financiamento do Centro-Oeste";"537003 - FUNDO CONSTITUCIONL DO CENTRO OESTE";"1 - Receitas Correntes";"11 - Impostos, Taxas e Contribuições de Melhoria";"111 - Impostos";"11140131 - IPI-AUTOMOVEIS-PRINCIPAL";"16.601.782,00";"0,00";"0,00%";"0,00";
"2023";"26000 - Ministério da Educação";"26280 - Fundação Universidade Federal de São Carlos";"154049 - FUNDACAO UNIVERSIDADE FEDERAL DE SAO CARLOS";"1 - Receitas Correntes";"16 - Receita de Serviços";"161 - Serviços Administrativos e Comerciais Gerais";"16110401 - SERVICOS DE INFORMACAO E TECNOLOGIA-PRINCIPAL";"0,00";"0,00";"0,00%";"0,00";
"2023";"32000 - Ministério de Minas e Energia";"29208 - Companhia de Pesquisa de Recursos Minerais";"495001 - COMPANHIA DE PESQUISA DE RECURSOS MINERAIS";"1 - Receitas Correntes";"19 - Outras Receitas Correntes";"192 - Indenizações, restituições e ressarcimentos";"19220111 - RESTITUICAO DE CONVENIOS-PRIMARIAS-PRINCIPAL";"0,00";"6.033,96";"0,00%";"0,00";
"2023";"26000 - Ministério da Educação";"26416 - Instituto Federal de Educação, Ciência e Tecnologia do Pará";"158135 - INST.FED.DE EDUC.,CIENC.E TEC.DO PARA";"1 - Receitas Correntes";"19 - Outras Receitas Correntes";"191 - Multas administrativas, contratuais e judiciais";"19110901 - MULTAS E JUROS PREVISTOS EM CONTRATOS-PRINC.";"0,00";"4.695,11";"0,00%";"0,00";
"2023";"26000 - Ministério da Educação";"26231 - Universidade Federal de Alagoas";"153037 - UNIVERSIDADE FEDERAL DE ALAGOAS";"2 - Receitas de Capital";"22 - Alienação de Bens";"221 - Alienação de bens móveis";"22130101 - ALIENACAO DE BENS MOVEIS E SEMOVENTES-PRINC.";"0,00";"119.800,00";"0,00%";"0,00";
"2023";"28000 - Ministério do Desenvolvimento, Indústria, Comércio e Serviços";"30204 - Instituto Nacional da Propriedade Industrial";"183038 - INSTITUTO NACIONAL DA PROPRIEDADE INDUSTRIAL";"7 - Receitas Correntes - intra-orçamentárias";"76 - Receita de Serviços";"761 - Serviços Administrativos e Comerciais Gerais";"76110201 - INSC.CONCURSOS E PROC.SELETIVOS-PRINC.-INTRA";"0,00";"1,00";"0,00%";"0,00";
"2023";"53000 - Ministério da Integração e do Desenvolvimento Regional";"53901 - Fundo Constitucional de Financiamento do Norte";"537002 - FUNDO CONSTITUCIONAL FINANCIAMENTO NORTE";"1 - Receitas Correntes";"11 - Impostos, Taxas e Contribuições de Melhoria";"111 - Impostos";"11130331 - IRRF-REMESSA AO EXTERIOR-PRINCIPAL";"307.147.113,00";"0,00";"0,00%";"0,00";
"2023";"53000 - Ministério da Integração e do Desenvolvimento Regional";"53203 - Superintendência do Desenvolvimento do Nordeste";"533014 - SUPERINTENDENCIA DO DESENVOLV. DO NORDESTE";"1 - Receitas Correntes";"19 - Outras Receitas Correntes";"192 - Indenizações, restituições e ressarcimentos";"19220112 - RESTITUICAO DE CONVENIOS-PRIMARIAS-MUL.JUR.";"0,00";"978.894,73";"0,00%";"0,00";
"2023";"53000 - Ministério da Integração e do Desenvolvimento Regional";"53902 - Fundo Constitucional de Financiamento do Centro-Oeste";"537003 - FUNDO CONSTITUCIONL DO CENTRO OESTE";"1 - Receitas Correntes";"11 - Impostos, Taxas e Contribuições de Melhoria";"111 - Impostos";"11130208 - IRPJ-LIQUIDA DE INCENTIVOS-JUROS DIV.ATIVA";"6.087.702,00";"0,00";"0,00%";"0,00";
"2023";"26000 - Ministério da Educação";"26000 - Ministério da Educação - Unidades com vínculo direto";"150014 - SUBSECRETARIA DE PLANEJ. E ORCAMENTO SPO(MEC)";"1 - Receitas Correntes";"15 - Receita Industrial";"151 - Receita da indústria extrativa mineral";"15110101 - RECEITA INDUSTRIAL-PRINCIPAL";"3.093.784.787,00";"0,00";"0,00%";"0,00";
"2023";"44000 - Ministério do Meio Ambiente e Mudança do Clima";"44208 - Serviço Florestal Brasileiro";"440088 - SETORIAL PROG.ORCAMENTARIA E FINANCEIRA-SFB";"1 - Receitas Correntes";"17 - Transferências Correntes";"174 - Transferências de Instituições Privadas";"17410101 - TRANSF.REC.ORG.UNIAO CONV.INSTIT.PRIV.-PRINC.";"3.224.003,00";"0,00";"0,00%";"0,00";
"2023";"24000 - Ministério da Ciência, Tecnologia e Inovação";"24901 - Fundo Nacional de Desenvolvimento Científico e Tecnológico";"240901 - FUNDO NAC.DE DESENV. CIENT. E TECNOLOGICO";"1 - Receitas Correntes";"12 - Contribuições";"122 - Contribuições econômicas";"12210502 - COTA-PARTE DO AFRMM-MULTAS E JUROS";"0,00";"0,18";"0,00%";"0,00";
"2023";"25000 - Ministério da Fazenda";"25203 - Comissão de Valores Mobiliários";"173030 - COMISSAO DE VALORES MOBILIARIOS";"1 - Receitas Correntes";"19 - Outras Receitas Correntes";"191 - Multas administrativas, contratuais e judiciais";"19110104 - MULTAS PREV.EM LEG.ESPECIFICA-DIV.AT-MUL.JUR.";"0,00";"- 556,23";"0,00%";"0,00";
"2023";"25000 - Ministério da Fazenda";"25000 - Ministério da Fazenda - Unidades com vínculo direto";"170013 - SETORIAL ORCAMENTARIA E FINANCEIRA-MF";"1 - Receitas Correntes";"12 - Contribuições";"121 - Contribuições sociais";"12120201 - CONTRIB.PIS/PASEP-OPTANTES SIMP.NAC-PRINC.";"3.151.337.496,00";"0,00";"0,00%";"0,00";
"2023";"53000 - Ministério da Integração e do Desenvolvimento Regional";"53902 - Fundo Constitucional de Financiamento do Centro-Oeste";"537003 - FUNDO CONSTITUCIONL DO CENTRO OESTE";"1 - Receitas Correntes";"11 - Impostos, Taxas e Contribuições de Melhoria";"111 - Impostos";"11130203 - IRPJ-LIQUIDA DE INCENTIVOS-DIVIDA ATIVA";"5.636.177,00";"0,00";"0,00%";"0,00";
"2023";"52000 - Ministério da Defesa";"52133 - Fundo de Desenvolvimento do Ensino Profissional Marítimo";"873001 - DIRETORIA DE FINANCAS-SISTEMA PARA O PAIS/MM";"1 - Receitas Correntes";"12 - Contribuições";"122 - Contribuições econômicas";"12210504 - COTA-PARTE DO AFRMM-DIVIDA ATIVA-MUL.JUR.";"4.886,00";"0,00";"0,00%";"0,00";
"2023";"26000 - Ministério da Educação";"26282 - Universidade Federal de Viçosa";"154051 - UNIVERSIDADE FEDERAL DE VICOSA";"1 - Receitas Correntes";"19 - Outras Receitas Correntes";"199 - Demais receitas correntes";"19991221 - ONUS DE SUCUMBENCIA-PRINCIPAL";"0,00";"596,30";"0,00%";"0,00";
"2023";"52000 - Ministério da Defesa";"52000 - Ministério da Defesa - Unidades com vínculo direto";"110407 - DEPARTAMENTO DE PLANEJ, ORC E FINANCAS (MD)";"1 - Receitas Correntes";"19 - Outras Receitas Correntes";"192 - Indenizações, restituições e ressarcimentos";"19229901 - OUTRAS RESTITUICOES-PRINCIPAL";"0,00";"37,80";"0,00%";"0,00";
"2023";"22000 - Ministério da Agricultura e Pecuária";"22202 - Empresa Brasileira de Pesquisa Agropecuária";"135037 - EMBRAPA/SETORIAL";"1 - Receitas Correntes";"16 - Receita de Serviços";"161 - Serviços Administrativos e Comerciais Gerais";"16110102 - SERV.ADMINISTRAT.E COMERCIAIS GERAIS-MUL.JUR.";"0,00";"498,24";"0,00%";"0,00";
"2023";"26000 - Ministério da Educação";"26271 - Fundação Universidade de Brasília";"154040 - FUNDACAO UNIVERSIDADE DE BRASILIA - UNB";"1 - Receitas Correntes";"19 - Outras Receitas Correntes";"191 - Multas administrativas, contratuais e judiciais";"19110902 - MULTAS E JUROS PREVISTOS EM CONTRATOS-MUL.JUR";"0,00";"1,80";"0,00%";"0,00";
"2023";"26000 - Ministério da Educação";"26282 - Universidade Federal de Viçosa";"154051 - UNIVERSIDADE FEDERAL DE VICOSA";"1 - Receitas Correntes";"13 - Receita Patrimonial";"131 - Exploração do patrimônio imobiliário do Estado";"13110112 - ALUGUEIS E ARRENDAMENTOS-MULTAS E JUROS";"0,00";"138,22";"0,00%";"0,00";
"2023";"33000 - Ministério da Previdência Social";"37202 - Instituto Nacional do Seguro Social";"510001 - COORD.GERAL DE ORCAMENTO, FINANCAS E CONTAB.";"1 - Receitas Correntes";"13 - Receita Patrimonial";"131 - Exploração do patrimônio imobiliário do Estado";"13110121 - FOROS,LAUDEMIOS,TARIFAS DE OCUPACAO-PRINCIPAL";"0,00";"253,54";"0,00%";"0,00";
"2023";"39000 - Ministério dos Transportes";"29209 - VALEC Engenharia, Construções e Ferrovias S.A.";"275075 - VALEC ENGENHARIA, CONSTRUCOES E FERROVIAS S.A";"1 - Receitas Correntes";"19 - Outras Receitas Correntes";"192 - Indenizações, restituições e ressarcimentos";"19220111 - RESTITUICAO DE CONVENIOS-PRIMARIAS-PRINCIPAL";"0,00";"64.166,22";"0,00%";"0,00";
"2023";"32000 - Ministério de Minas e Energia";"29208 - Companhia de Pesquisa de Recursos Minerais";"495001 - COMPANHIA DE PESQUISA DE RECURSOS MINERAIS";"1 - Receitas Correntes";"13 - Receita Patrimonial";"134 - Exploração de recursos naturais";"13410431 - P.ESP.PETRO.PLAT-COM.ANT.3/12/12-DEMAIS-PRINC";"375.211.016,00";"0,00";"0,00%";"0,00";
"2023";"24000 - Ministério da Ciência, Tecnologia e Inovação";"24000 - Ministério da Ciência, Tecnologia e Inovação - Unidades com vínculo direto";"240102 - COORDENACAO-GERAL DE ORCAMENTO E FINANCAS";"1 - Receitas Correntes";"19 - Outras Receitas Correntes";"191 - Multas administrativas, contratuais e judiciais";"19110901 - MULTAS E JUROS PREVISTOS EM CONTRATOS-PRINC.";"0,00";"78.154,24";"0,00%";"0,00";
"2023";"53000 - Ministério da Integração e do Desenvolvimento Regional";"53901 - Fundo Constitucional de Financiamento do Norte";"537002 - FUNDO CONSTITUCIONAL FINANCIAMENTO NORTE";"1 - Receitas Correntes";"11 - Impostos, Taxas e Contribuições de Melhoria";"111 - Impostos";"11130321 - IRRF-CAPITAL-PRINCIPAL";"629.119.572,00";"0,00";"0,00%";"0,00";
"2023";"32000 - Ministério de Minas e Energia";"32205 - Agência Nacional do Petróleo, Gás Natural e Biocombustíveis";"323030 - AG. NAC.DO PETROLEO GAS NAT.E BIOCOM";"1 - Receitas Correntes";"13 - Receita Patrimonial";"134 - Exploração de recursos naturais";"13410311 - ROYAL.EXCED.PROD.PETRO.TERRA(QQ SIT.)-PRINC.";"720.201.683,00";"0,00";"0,00%";"0,00";
"2023";"56000 - Ministério das Cidades";"29205 - Empresa de Trens Urbanos de Porto Alegre";"275060 - EMPRESA DE TRENS URBANOS DE PORTO ALEGRE S/A";"1 - Receitas Correntes";"16 - Receita de Serviços";"161 - Serviços Administrativos e Comerciais Gerais";"16110101 - SERV.ADMINISTRAT.E COMERCIAIS GERAIS-PRINC.";"0,00";"10,20";"0,00%";"0,00";
"2023";"26000 - Ministério da Educação";"26428 - Instituto Federal de Educação, Ciência e Tecnologia de Brasília";"158143 - IFB - REITORIA - BRASILIA-DF";"1 - Receitas Correntes";"19 - Outras Receitas Correntes";"192 - Indenizações, restituições e ressarcimentos";"19229901 - OUTRAS RESTITUICOES-PRINCIPAL";"0,00";"1.645,45";"0,00%";"0,00";
"2023";"41000 - Ministério das Comunicações";"41231 - Agêncial Nacional de Telecomunicações";"413001 - AGENCIA NACIONAL DE TELECOMUNICACOES-SEDE";"7 - Receitas Correntes - intra-orçamentárias";"72 - Contribuições";"722 - Contribuições econômicas";"72211002 - CONTRIB.P/FOMENTO RADIODIF.PUB.-MUL.JUR-INTRA";"0,00";"0,07";"0,00%";"0,00";
"2023";"36000 - Ministério da Saúde";"36000 - Ministério da Saúde - Unidades com vínculo direto";"250088 - SPO-COORD.-GERAL DE FINANCAS/MS";"1 - Receitas Correntes";"13 - Receita Patrimonial";"134 - Exploração de recursos naturais";"13410341 - ROY.EXC.PETRO.PLAT-COM.A PARTIR 3/12/12-PRINC";"454.607.121,00";"0,00";"0,00%";"0,00";
"2023";"32000 - Ministério de Minas e Energia";"32205 - Agência Nacional do Petróleo, Gás Natural e Biocombustíveis";"323030 - AG. NAC.DO PETROLEO GAS NAT.E BIOCOM";"1 - Receitas Correntes";"13 - Receita Patrimonial";"134 - Exploração de recursos naturais";"13410321 - ROY.EXC.PETRO.PLAT-CM.ANT.3/12/12-P.SAL-PRINC";"5.121.197.381,00";"0,00";"0,00%";"0,00";
"2023";"25000 - Ministério da Fazenda";"25000 - Ministério da Fazenda - Unidades com vínculo direto";"170013 - SETORIAL ORCAMENTARIA E FINANCEIRA-MF";"1 - Receitas Correntes";"12 - Contribuições";"121 - Contribuições sociais";"12120205 - CONTRIB.PIS/PASEP-OPTANTES SIMP.NAC-MULTAS";"35.761.742,00";"0,00";"0,00%";"0,00";
"2023";"36000 - Ministério da Saúde";"36201 - Fundação Oswaldo Cruz";"254420 - FUNDACAO OSWALDO CRUZ";"2 - Receitas de Capital";"22 - Alienação de Bens";"221 - Alienação de bens móveis";"22130101 - ALIENACAO DE BENS MOVEIS E SEMOVENTES-PRINC.";"0,00";"939,92";"0,00%";"0,00";
"2023";"26000 - Ministério da Educação";"26290 - Instituto Nacional de Estudos e Pesquisas Educacionais Anísio Teixeira";"153978 - INST.NACIONAL DE EST.E PESQUISAS EDUCACIONAIS";"1 - Receitas Correntes";"19 - Outras Receitas Correntes";"192 - Indenizações, restituições e ressarcimentos";"19220631 - RESTIT.DESP.PRIMARIAS EX.ANTERIORES-PRINC.";"0,00";"- 19,60";"0,00%";"0,00";
"2023";"26000 - Ministério da Educação";"26246 - Universidade Federal de Santa Catarina";"153163 - UNIVERSIDADE FEDERAL DE SANTA CATARINA";"2 - Receitas de Capital";"22 - Alienação de Bens";"221 - Alienação de bens móveis";"22130101 - ALIENACAO DE BENS MOVEIS E SEMOVENTES-PRINC.";"20.000,00";"0,00";"0,00%";"0,00";
"2023";"25000 - Ministério da Fazenda";"25000 - Ministério da Fazenda - Unidades com vínculo direto";"170013 - SETORIAL ORCAMENTARIA E FINANCEIRA-MF";"1 - Receitas Correntes";"12 - Contribuições";"121 - Contribuições sociais";"12120105 - CONTRIB.PIS/PASEP-NAO OPT.SIMP.NAC-MULTAS";"246.225.375,00";"0,00";"0,00%";"0,00";
"2023";"47000 - Ministério do Planejamento e Orçamento";"25205 - Fundação Instituto Brasileiro de Geografia e Estatística";"114601 - FUNDACAO IBGE-ADMINISTRACAO CENTRAL/RJ";"1 - Receitas Correntes";"19 - Outras Receitas Correntes";"191 - Multas administrativas, contratuais e judiciais";"19110901 - MULTAS E JUROS PREVISTOS EM CONTRATOS-PRINC.";"0,00";"344,59";"0,00%";"0,00";
"2023";"26000 - Ministério da Educação";"26433 - Instituto Federal de Educação, Ciência e Tecnologia do Rio de Janeiro";"158157 - INST.FED.DE EDUC.,CIENC.E TEC.DO R.DE JANEIRO";"1 - Receitas Correntes";"19 - Outras Receitas Correntes";"191 - Multas administrativas, contratuais e judiciais";"19110901 - MULTAS E JUROS PREVISTOS EM CONTRATOS-PRINC.";"0,00";"5.117,73";"0,00%";"0,00";
"2023";"26000 - Ministério da Educação";"26240 - Universidade Federal da Paraíba";"153065 - UNIVERSIDADE FEDERAL DA PARAIBA";"1 - Receitas Correntes";"16 - Receita de Serviços";"161 - Serviços Administrativos e Comerciais Gerais";"16110401 - SERVICOS DE INFORMACAO E TECNOLOGIA-PRINCIPAL";"0,00";"0,00";"0,00%";"0,00";
"2023";"26000 - Ministério da Educação";"26443 - Empresa Brasileira de Serviços Hospitalares";"155007 - EMPRESA BRASILEIRA DE SERVICOS HOSPITALARES";"1 - Receitas Correntes";"17 - Transferências Correntes";"179 - DEMAIS TRANSFERENCIAS CORRENTES";"17910101 - TRANSF.PES.FISICAS PARA ORG.ENT.UNIAO-PRINC.";"0,00";"- 38.100,00";"0,00%";"0,00";
"2023";"32000 - Ministério de Minas e Energia";"32205 - Agência Nacional do Petróleo, Gás Natural e Biocombustíveis";"323030 - AG. NAC.DO PETROLEO GAS NAT.E BIOCOM";"1 - Receitas Correntes";"13 - Receita Patrimonial";"134 - Exploração de recursos naturais";"13410331 - ROY.EXC.PETRO.PLAT-COM.ANT.3/12/12-DEM.-PRINC";"3.907.902.578,00";"0,00";"0,00%";"0,00";
"2023";"26000 - Ministério da Educação";"26427 - Instituto Federal de Educação, Ciência e Tecnologia da Bahia";"158145 - INST.FED.DE EDUC.,CIENC.E TEC.DA BAHIA";"1 - Receitas Correntes";"19 - Outras Receitas Correntes";"192 - Indenizações, restituições e ressarcimentos";"19220631 - RESTIT.DESP.PRIMARIAS EX.ANTERIORES-PRINC.";"0,00";"2.110,00";"0,00%";"0,00";
"2023";"53000 - Ministério da Integração e do Desenvolvimento Regional";"22203 - Companhia de Desenvolvimento dos Vales do São Francisco e do Parnaíba";"195006 - CIA DE DES.DOS VALES DO S.FRANC.E DO PARNAIBA";"2 - Receitas de Capital";"22 - Alienação de Bens";"221 - Alienação de bens móveis";"22130101 - ALIENACAO DE BENS MOVEIS E SEMOVENTES-PRINC.";"0,00";"162.675,15";"0,00%";"0,00";
